Student_ID,Age,Gender,Department,Year,Hours_Studied,Attendance,Previous_Marks,Assignment_Score,Internal_Marks,Quiz_Score,Practical_Score,Study_Hours_Per_Day,Sleep_Hours,Class_Participation,Internet_Usage,Final_Marks,Passed
S1217,18,Male,ECE,3,5.8,54.4,30.3,43.5,27.1,31.9,44.5,0.3,7.3,Low,3.1,34.4,0
S1152,22,Male,CSE,1,7.5,70.8,78.4,70.5,61.2,74.0,77.3,4.6,5.1,High,4.1,51.0,1
S1125,21,Female,AIML,2,1.5,30.0,50.0,59.8,65.9,57.7,81.1,2.4,8.0,High,3.0,31.6,0
S1595,22,Male,IT,1,10.9,83.7,76.3,89.5,80.7,67.8,82.1,6.7,7.0,High,5.0,69.7,1
S0119,23,Male,CSE,1,0.5,72.1,50.8,52.7,45.0,36.0,55.4,1.1,8.4,Low,4.1,28.4,0
S1250,21,Female,ECE,4,9.8,93.8,88.6,78.9,82.5,73.8,100.0,5.0,5.4,High,3.2,60.5,1
S1994,19,Male,ECE,2,8.3,100.0,73.9,65.7,69.6,50.6,83.9,5.4,7.6,Medium,3.9,49.8,1
S0523,24,Male,Civil,4,5.2,66.5,80.7,89.3,79.0,71.0,55.5,4.9,7.9,Medium,2.7,50.2,1
S0514,22,Male,ME,4,3.7,69.7,65.9,63.8,90.0,64.3,61.3,3.7,7.9,Low,3.5,55.6,1
S0082,21,Male,CSE,4,3.6,71.8,72.5,67.1,54.8,67.5,50.2,2.8,4.0,Low,6.9,44.3,1
S0916,20,Female,AIML,1,11.6,89.0,85.6,91.1,60.5,83.5,85.9,3.6,4.7,High,1.5,71.5,1
S1019,23,Male,ECE,2,4.5,84.6,67.2,70.9,81.4,71.6,86.0,3.9,6.6,Low,4.1,53.2,1
S0381,18,Female,CSE,3,8.2,78.2,57.1,64.8,68.6,72.7,69.8,4.3,7.2,High,3.4,55.8,1
S1030,22,Female,CSE,1,4.7,85.1,69.6,68.9,66.1,66.8,71.9,2.2,7.5,Medium,2.2,46.9,1
S1689,21,Male,CSE,2,4.5,79.7,91.6,89.5,88.4,70.0,96.8,2.2,5.9,High,2.9,54.6,1
S0085,20,Male,CSE,1,3.9,55.7,77.4,68.6,64.5,65.8,51.8,1.2,6.5,Medium,2.3,50.2,1
S1678,20,Male,CSE,4,1.3,80.5,25.0,55.6,48.1,32.6,48.7,1.7,7.2,Low,3.9,32.2,0
S0330,19,Male,EEE,1,5.6,78.9,66.3,74.1,63.2,61.9,59.8,1.4,7.9,High,2.1,42.0,1
S0007,18,Male,IT,2,6.0,69.2,56.3,91.1,72.7,54.9,63.6,1.1,6.8,Medium,1.0,46.4,1
S0746,23,Female,CSE,4,5.7,63.2,61.2,59.2,71.9,56.6,57.3,2.4,9.0,Medium,3.9,40.5,1
S1554,23,Male,ME,2,3.4,31.5,57.2,72.8,58.2,63.9,75.3,1.7,6.9,Low,5.0,35.7,0
S0915,21,Male,CSE,2,4.5,79.3,66.2,60.8,76.3,68.7,68.2,0.5,7.8,Medium,2.8,51.7,1
S0874,20,Male,CSE,2,8.5,82.9,64.3,86.0,62.5,67.8,66.6,3.5,4.2,Low,5.9,68.2,1
S0452,21,Female,ECE,4,6.2,61.8,64.4,64.5,67.5,58.0,78.4,0.9,6.9,Low,1.7,48.6,1
S0491,20,Male,IT,3,11.1,83.4,75.1,79.5,87.6,78.9,67.1,3.4,5.7,High,1.9,60.2,1
S1481,22,Male,EEE,2,4.3,49.4,54.4,54.1,66.5,52.4,69.0,1.9,5.5,High,2.5,38.3,0
S0288,21,Male,ECE,2,6.7,70.4,64.6,86.5,68.2,69.6,81.8,2.8,6.5,Medium,3.7,54.8,1
S0949,23,Male,EEE,4,4.3,92.7,60.1,52.9,68.7,72.3,63.4,3.2,8.0,Low,4.1,53.4,1
S1986,18,Female,CSE,4,3.0,41.3,49.8,50.7,35.3,50.9,40.0,0.4,7.2,Low,3.1,33.3,0
S1369,19,Male,EEE,1,11.1,60.0,74.4,63.7,58.9,75.7,70.6,2.6,7.7,Medium,5.9,46.7,1
S1147,22,Female,ME,3,8.1,99.3,75.6,79.3,88.1,79.6,83.3,5.0,4.8,High,4.4,65.3,1
S0706,25,Female,IT,4,7.2,78.7,89.4,84.6,90.8,68.2,78.0,3.3,5.6,Medium,2.5,58.5,1
S1727,20,Male,CSE,1,2.7,34.3,26.5,44.3,45.4,26.6,61.7,2.4,8.2,Low,4.4,30.1,0
S1702,20,Female,IT,3,8.5,80.0,73.3,69.0,77.1,70.7,91.9,2.6,6.9,Medium,3.7,47.5,1
S1629,18,Female,ECE,4,6.7,72.9,64.6,62.3,64.7,64.9,76.9,1.6,6.9,High,3.5,46.7,1
S1600,23,Female,EEE,2,1.5,42.3,51.7,48.8,46.6,49.8,63.2,1.1,7.7,Low,3.5,31.7,0
S1539,19,Female,ECE,2,8.5,79.0,52.2,67.2,73.9,65.7,62.4,2.3,4.7,Medium,3.0,53.6,1
S1406,20,Female,Civil,1,5.6,79.5,71.3,53.8,72.5,64.1,62.8,1.4,9.1,High,3.7,55.8,1
S1651,18,Female,EEE,1,8.6,63.5,51.5,59.7,57.7,57.6,68.3,0.9,4.8,Medium,5.5,41.2,1
S0328,21,Male,AIML,2,2.3,100.0,62.6,71.9,60.7,56.5,73.1,4.8,6.3,Medium,3.8,48.9,1
S0443,20,Female,CSE,3,3.2,81.8,68.4,41.0,65.5,46.6,53.1,1.7,7.4,Low,5.4,50.7,1
S0775,22,Female,IT,2,7.7,72.1,70.4,82.6,83.9,71.9,63.3,1.1,6.9,Low,4.1,59.7,1
S1088,19,Male,CSE,3,5.2,78.4,81.1,89.5,81.1,79.1,76.2,4.3,6.2,Medium,6.1,52.7,1
S1221,24,Male,IT,4,8.4,72.1,73.9,60.0,63.3,78.4,57.3,0.3,5.8,Low,1.9,45.9,1
S1636,19,Male,CSE,1,8.6,93.6,98.0,100.0,100.0,93.3,82.1,5.7,7.4,High,3.7,55.5,1
S0178,20,Female,EEE,1,1.1,80.6,54.7,78.7,74.2,52.7,54.2,3.6,5.6,Medium,5.6,40.5,1
S1323,23,Female,IT,2,9.9,72.1,87.3,80.1,96.2,88.5,77.2,5.3,4.4,High,2.5,76.0,1
S0705,18,Female,IT,2,6.6,85.2,82.1,90.2,86.7,91.1,84.1,5.8,7.0,High,2.8,72.3,1
S0087,22,Male,CSE,3,5.5,100.0,68.6,81.0,66.0,77.3,82.6,3.4,7.7,Medium,2.1,49.9,1
S1884,22,Male,AIML,4,2.8,81.1,72.0,44.2,56.3,52.7,46.7,0.3,7.1,Low,5.8,29.1,0
S1948,19,Female,CSE,3,8.4,76.7,71.8,69.3,66.9,61.2,71.2,4.4,7.4,Medium,1.0,62.1,1
S0458,20,Female,CSE,2,4.5,62.2,78.2,65.5,76.9,63.9,54.6,2.8,5.6,High,1.2,45.5,1
S1829,22,Female,IT,3,5.9,94.2,62.4,59.0,70.0,64.2,72.4,2.2,6.7,Low,2.5,47.0,1
S0055,21,Female,EEE,4,8.7,100.0,90.4,83.9,100.0,94.6,100.0,4.9,5.8,High,3.5,83.8,1
S1502,20,Female,CSE,4,4.1,68.5,56.4,70.1,65.7,74.2,67.7,1.6,7.5,Low,3.5,48.1,1
S0644,20,Female,CSE,4,9.5,100.0,75.8,82.0,82.2,77.8,89.5,5.7,7.0,High,3.4,66.1,1
S0678,20,Male,AIML,1,0.5,53.5,35.6,44.1,50.0,21.1,35.0,0.6,8.2,Low,4.5,29.7,0
S0222,21,Female,ME,3,5.4,80.9,64.3,73.7,69.2,59.3,69.7,4.8,6.9,High,6.5,57.8,1
S0114,22,Female,CSE,3,2.8,61.3,56.8,50.3,48.2,56.1,48.0,0.4,4.7,Low,6.4,43.7,1
S0983,18,Female,ME,4,6.8,78.6,81.0,88.8,74.8,88.2,94.3,2.2,5.2,High,1.3,54.1,1
S1229,25,Male,CSE,4,9.4,71.3,86.7,86.4,74.0,65.7,68.6,5.5,6.9,High,0.8,67.4,1
S1000,20,Female,ME,3,3.7,66.3,63.9,50.2,67.3,61.7,50.5,3.0,9.0,Medium,1.0,47.2,1
S0175,21,Male,Civil,2,6.7,71.5,77.9,100.0,81.6,80.6,78.3,4.5,7.9,High,4.6,55.1,1
S0782,21,Female,CSE,2,1.4,58.6,57.2,70.9,55.9,52.8,70.3,1.7,7.6,Medium,4.7,33.8,0
S0590,19,Female,EEE,4,12.2,100.0,98.0,100.0,100.0,100.0,100.0,4.3,7.9,High,0.5,76.3,1
S1560,23,Male,ME,4,9.0,60.6,69.2,65.5,78.3,73.7,77.6,4.3,5.5,Low,4.3,47.2,1
S0019,20,Male,IT,3,9.3,90.1,60.9,89.6,79.1,65.2,64.4,2.4,5.4,High,2.3,56.1,1
S0424,20,Male,EEE,1,10.2,77.2,75.2,80.4,88.9,86.4,62.9,6.6,6.4,High,3.8,62.0,1
S1344,22,Male,CSE,2,2.3,74.7,53.2,58.3,61.1,57.9,69.1,1.7,9.2,Medium,1.8,35.6,0
S0286,18,Male,ME,3,4.9,73.1,40.3,49.1,54.4,72.1,79.5,1.4,7.1,Low,2.6,37.4,0
S1584,20,Female,ME,1,2.6,87.6,59.3,73.5,60.3,72.7,62.0,3.4,6.7,Medium,2.6,44.8,1
S0429,20,Male,CSE,1,4.4,71.8,80.8,82.9,93.5,73.7,97.4,1.3,5.8,High,2.6,59.1,1
S1510,22,Male,ECE,4,4.5,53.6,54.4,74.6,83.6,54.8,58.0,4.3,6.5,Medium,0.5,47.7,1
S1319,18,Female,CSE,2,6.5,58.3,55.8,49.6,70.4,88.9,55.7,2.3,8.4,Low,3.5,43.9,1
S0670,19,Male,ME,1,6.8,69.0,75.6,63.6,76.4,57.5,77.2,1.9,6.0,Medium,5.6,68.7,1
S0032,19,Female,IT,2,5.8,66.6,65.7,65.8,52.2,69.0,65.2,0.6,7.5,Low,4.7,57.3,1
S0941,19,Male,IT,4,0.5,57.2,51.8,52.2,41.8,53.6,53.1,2.0,7.0,Low,3.0,36.7,0
S0723,18,Female,CSE,4,7.9,87.3,78.2,74.9,68.8,63.8,75.2,4.3,6.5,High,2.9,57.5,1
S0995,20,Male,CSE,4,4.2,51.7,45.4,72.8,59.1,44.7,60.1,0.5,7.7,Low,1.5,48.2,1
S0215,21,Female,ME,4,10.1,77.6,76.7,84.3,86.8,95.9,88.2,5.5,8.7,High,2.1,58.0,1
S0814,23,Male,ECE,4,2.2,73.2,65.6,55.1,55.4,36.1,62.3,1.0,6.1,Low,4.1,41.4,1
S0327,21,Female,CSE,4,3.9,77.0,61.1,72.6,50.9,59.8,55.1,0.7,7.8,High,5.2,49.2,1
S0561,21,Female,EEE,1,10.8,95.0,84.3,90.3,75.6,76.4,97.5,4.2,4.5,High,3.6,53.6,1
S1113,19,Female,ME,2,10.0,99.9,81.7,88.3,81.4,78.2,91.2,4.0,5.2,High,1.6,56.8,1
S0701,21,Male,CSE,3,2.5,95.0,76.8,87.5,68.8,66.7,73.0,3.2,6.2,High,8.6,46.2,1
S1579,21,Female,AIML,4,0.5,57.2,46.3,51.4,49.5,44.3,47.4,0.3,7.6,Low,6.4,35.4,0
S1190,21,Female,IT,3,4.8,65.1,52.5,46.4,72.1,65.5,39.1,1.7,9.4,Low,3.1,38.3,0
S0342,20,Male,CSE,3,5.8,61.3,56.0,47.6,58.6,65.7,52.2,0.8,6.4,Medium,6.7,51.7,1
S0630,19,Male,ECE,3,5.3,100.0,75.7,82.9,73.5,79.7,77.1,1.7,7.4,High,3.6,45.4,1
S0148,20,Male,IT,2,5.3,73.1,70.4,80.4,61.0,68.6,64.2,4.1,7.9,Low,1.9,45.9,1
S1310,22,Male,Civil,1,0.5,61.6,25.0,20.0,25.6,32.7,25.0,0.3,6.7,Low,5.2,25.4,0
S0361,20,Male,CSE,1,4.6,94.7,81.4,78.7,67.1,77.7,84.2,3.0,5.5,High,5.2,44.5,1
S0084,18,Female,EEE,1,7.7,85.5,66.4,61.0,67.2,72.1,70.9,4.1,7.0,Low,2.5,61.4,1
S0049,21,Female,Civil,4,9.9,100.0,85.6,75.0,92.4,87.7,82.9,7.1,6.0,High,2.2,68.4,1
S0469,19,Male,AIML,4,8.0,87.7,59.2,57.2,64.0,75.1,81.3,1.8,8.3,Medium,6.2,52.6,1
S0156,19,Male,CSE,1,6.4,100.0,76.2,64.0,68.6,62.7,81.9,4.7,6.9,High,3.1,63.8,1
S0773,19,Female,CSE,3,6.6,72.3,91.0,72.5,60.7,86.8,53.2,3.6,6.9,Medium,1.7,46.0,1
S1240,19,Female,IT,2,5.7,86.0,57.3,59.2,78.5,55.1,66.1,0.3,5.5,High,7.6,47.6,1
S1201,22,Female,IT,2,8.5,88.7,74.4,89.7,57.2,73.5,74.3,5.3,7.4,High,1.4,62.2,1
S1403,18,Female,AIML,3,4.3,69.5,58.0,68.4,56.7,70.5,66.4,0.3,5.5,Low,4.3,43.6,1
S1203,18,Male,ME,2,5.0,88.2,71.0,53.0,46.4,52.2,71.0,0.3,7.3,Low,3.7,45.9,1
S1631,22,Female,EEE,2,2.5,64.7,66.6,72.5,57.4,70.4,70.2,1.6,8.5,Medium,3.5,44.2,1
S0501,21,Female,ME,1,0.5,47.6,36.9,38.3,27.1,48.2,29.9,0.3,7.0,Low,5.1,32.3,0
S1765,19,Male,Civil,3,9.3,90.5,75.7,87.5,82.5,71.9,94.6,4.9,7.2,High,5.0,57.7,1
S0180,19,Male,IT,2,0.5,44.5,36.3,44.6,57.9,27.1,53.9,0.3,7.0,Low,4.8,28.5,0
S1048,18,Male,ECE,1,6.8,92.3,78.5,82.4,83.2,65.1,80.3,1.9,5.4,Medium,1.5,62.7,1
S1756,22,Male,IT,3,2.3,89.3,44.1,50.6,70.8,44.0,65.4,2.9,6.6,Medium,2.8,29.2,0
S0951,21,Female,IT,3,5.1,73.5,72.8,84.5,71.0,94.4,90.6,4.2,5.8,High,3.3,47.2,1
S1317,21,Male,IT,1,0.5,59.1,55.2,56.1,47.1,49.6,42.9,3.9,6.2,Medium,4.3,40.4,1
S1620,22,Male,CSE,2,8.4,90.1,80.3,80.3,82.2,82.6,84.2,3.0,8.1,High,1.7,59.5,1
S0529,18,Male,ECE,2,8.2,96.0,65.3,90.6,61.3,73.4,48.4,3.6,5.2,Low,5.5,64.6,1
S0347,21,Female,EEE,2,3.0,80.6,79.6,83.2,77.6,75.5,71.2,6.7,6.2,Medium,3.5,60.0,1
S1388,19,Female,AIML,4,6.3,86.6,63.1,56.1,63.5,35.0,76.8,1.4,6.9,Low,4.5,45.6,1
S1961,18,Female,IT,4,5.5,84.2,65.9,83.0,69.1,46.0,71.9,1.6,6.9,High,3.6,46.3,1
S1051,23,Male,CSE,4,5.9,86.2,47.4,64.0,47.7,50.2,74.6,1.1,5.8,Medium,5.7,49.8,1
S1973,19,Male,EEE,1,5.9,61.0,41.5,51.2,48.2,45.4,64.6,1.5,5.7,Low,4.6,46.8,1
S1442,18,Male,CSE,1,3.1,77.7,72.5,62.1,70.9,65.2,87.9,3.4,7.2,Medium,3.6,51.3,1
S0602,19,Male,EEE,3,5.0,73.5,58.4,60.2,53.1,42.4,46.4,1.4,7.4,Medium,4.4,47.5,1
S1282,21,Male,ECE,1,11.4,94.4,83.2,84.4,87.5,100.0,82.0,2.1,6.4,High,2.5,55.4,1
S0244,20,Female,ECE,3,2.0,73.4,75.5,77.5,79.8,59.2,60.1,0.3,7.5,Low,3.3,49.9,1
S1337,19,Female,IT,1,12.4,86.5,76.2,77.4,80.2,86.6,78.8,3.0,5.5,High,4.7,60.1,1
S1068,18,Female,IT,2,3.2,82.2,59.8,39.6,46.3,75.5,74.1,0.3,5.6,Medium,1.9,36.7,0
S1476,21,Female,IT,2,1.0,58.9,51.2,52.1,55.8,43.0,61.9,0.9,3.6,Low,3.9,46.0,1
S0313,18,Male,CSE,3,6.8,83.6,72.9,91.6,68.9,65.9,55.0,1.9,7.2,High,1.9,46.3,1
S0436,21,Male,IT,3,4.0,63.0,65.2,61.3,45.8,52.2,83.0,1.7,7.0,High,4.1,40.0,1
S1899,20,Female,AIML,1,0.5,30.3,25.0,29.3,25.0,15.0,25.0,0.3,9.6,Low,0.9,18.0,0
S1329,21,Male,IT,1,5.5,100.0,95.0,69.3,75.3,77.8,82.2,5.0,8.2,High,2.3,52.7,1
S0309,22,Male,Civil,2,7.0,77.5,67.7,95.4,66.1,68.7,74.8,5.9,5.0,High,3.0,56.5,1
S0431,19,Female,ME,3,1.5,67.0,67.6,54.9,55.7,59.1,76.4,2.4,5.8,High,3.4,44.4,1
S0661,20,Male,ECE,3,3.7,68.3,71.8,55.7,66.4,62.9,70.5,3.3,5.1,Low,2.7,54.1,1
S0371,18,Female,CSE,3,4.9,65.1,67.2,72.8,79.0,60.0,46.1,3.4,6.0,High,3.0,55.4,1
S0567,20,Male,CSE,3,4.8,56.4,56.6,64.0,65.5,62.8,55.9,2.7,7.3,Medium,3.7,38.0,0
S0980,21,Female,CSE,1,8.3,84.0,81.7,87.7,88.5,85.1,79.5,2.7,5.8,Medium,0.5,59.4,1
S0182,18,Male,ME,1,6.6,76.0,46.8,65.1,72.4,67.3,70.6,2.3,6.5,Medium,3.9,51.9,1
S1363,21,Female,ECE,3,8.1,84.0,69.3,67.7,82.8,56.3,65.8,4.3,4.5,Medium,2.3,56.4,1
S0622,19,Female,EEE,2,0.5,60.0,52.6,67.7,42.3,52.0,61.8,2.5,5.6,Medium,3.2,41.8,1
S0819,18,Male,Civil,4,4.5,72.1,37.6,59.1,73.3,67.2,51.0,0.5,5.4,Medium,1.5,52.5,1
S1193,20,Female,EEE,2,3.0,75.7,40.9,48.1,43.5,49.6,67.8,0.3,6.6,Medium,3.4,34.2,0
S0953,19,Female,IT,2,6.0,76.7,74.3,67.8,93.6,53.6,79.7,2.4,7.4,Medium,4.2,45.2,1
S1422,20,Female,IT,3,10.6,55.2,63.4,47.9,76.7,64.4,68.7,1.8,5.8,Medium,3.8,51.3,1
S1841,20,Male,IT,3,3.2,59.4,38.7,65.6,30.9,23.0,60.5,0.3,8.0,Low,3.9,32.4,0
S0923,23,Female,ME,1,7.4,83.0,49.4,77.6,57.3,51.1,60.7,2.7,5.7,Low,4.7,60.6,1
S1074,18,Male,CSE,1,10.6,73.8,79.4,92.7,85.8,92.8,94.6,5.1,6.7,High,3.6,65.1,1
S0297,22,Male,CSE,2,2.5,54.6,30.4,43.9,43.2,36.6,53.0,0.3,8.1,Low,4.5,32.1,0
S0967,21,Female,AIML,4,4.8,88.4,81.5,75.7,61.9,77.0,53.9,3.8,7.6,Medium,4.0,45.8,1
S0462,21,Female,ECE,3,9.0,100.0,89.9,82.1,72.9,85.0,100.0,3.7,7.5,High,2.4,63.4,1
S1303,18,Female,EEE,2,7.8,68.6,74.7,44.7,66.2,69.4,87.7,1.7,6.3,High,5.3,46.4,1
S1177,22,Female,Civil,4,10.3,78.4,89.0,92.9,82.8,91.3,82.6,6.6,5.2,High,3.5,68.3,1
S0378,18,Female,Civil,4,4.0,75.9,41.4,59.5,54.9,61.4,57.7,0.3,7.3,Medium,2.6,37.5,0
S0799,21,Female,CSE,1,4.9,74.2,57.1,68.0,68.9,51.1,73.3,3.9,7.3,Low,2.7,43.5,1
S1103,23,Female,ECE,4,0.7,67.7,58.6,53.9,55.3,44.7,51.4,1.8,5.8,Low,3.0,38.2,0
S0106,19,Male,ME,1,3.5,65.9,51.6,71.2,68.6,54.3,64.7,1.1,8.2,Medium,3.1,33.5,0
S0127,22,Female,ME,2,7.4,100.0,64.6,70.7,77.6,74.6,91.1,3.0,4.2,High,3.8,54.8,1
S1996,21,Male,ME,2,3.5,68.3,82.1,65.8,86.8,68.8,69.2,1.8,7.6,Low,5.6,34.5,0
S0839,21,Female,CSE,1,0.5,30.0,25.0,36.9,38.4,15.0,46.8,0.3,6.7,Low,7.2,25.6,0
S0356,21,Male,ME,4,10.1,78.9,97.8,88.3,85.3,97.0,87.9,3.0,7.3,High,3.4,63.1,1
S1617,25,Female,Civil,2,5.1,72.1,52.4,58.5,57.0,61.8,48.6,0.7,5.4,Medium,1.5,42.7,1
S0683,19,Male,AIML,4,3.8,72.1,44.7,42.9,52.8,43.5,58.8,0.3,8.8,Low,5.4,33.9,0
S0813,19,Female,CSE,1,14.0,83.2,76.9,79.5,72.2,64.2,79.1,2.4,7.8,High,2.0,60.2,1
S1681,20,Female,CSE,4,5.6,38.3,66.8,67.8,56.4,54.7,58.0,3.7,5.6,Medium,2.3,41.0,1
S0210,19,Female,CSE,1,7.2,82.6,79.7,64.8,81.1,69.1,100.0,3.0,5.3,High,0.5,73.6,1
S1493,19,Female,ECE,2,3.0,90.1,58.6,87.1,63.3,49.5,65.1,2.0,5.3,Medium,6.2,35.6,0
S0141,24,Female,IT,2,0.5,54.3,42.9,52.8,44.6,50.5,42.5,2.0,6.9,Low,2.8,30.5,0
S1975,19,Male,IT,2,12.2,98.7,96.0,90.3,100.0,84.1,84.9,5.0,7.6,High,3.0,71.3,1
S1340,18,Female,CSE,3,4.0,72.7,67.5,63.8,47.3,46.5,79.6,3.0,8.3,High,2.6,42.4,1
S1798,18,Male,AIML,1,5.8,76.1,59.9,71.5,72.2,55.9,53.8,3.2,5.3,Low,3.4,57.7,1
S1575,19,Female,ME,1,0.5,62.4,72.4,56.0,51.6,69.5,67.5,1.2,7.3,Low,3.7,36.7,0
S1182,20,Male,Civil,2,4.9,62.0,61.4,57.3,55.3,62.0,74.9,1.3,6.6,High,1.9,53.6,1
S1394,20,Male,ECE,3,9.0,76.3,74.7,76.7,80.0,58.5,78.5,3.8,6.9,High,4.0,56.4,1
S1816,24,Female,CSE,2,9.6,82.3,71.3,74.3,59.7,67.9,69.2,2.1,4.6,Low,2.2,57.2,1
S0712,21,Male,ECE,1,11.4,70.7,73.9,71.5,61.9,75.5,90.2,4.6,5.5,Medium,3.0,54.6,1
S1794,21,Female,AIML,3,9.6,100.0,98.0,100.0,100.0,100.0,97.8,4.3,7.5,High,2.7,64.7,1
S0893,22,Female,ME,4,4.1,76.5,63.6,65.4,63.5,76.0,68.5,3.1,4.9,Low,0.8,46.3,1
S0860,18,Male,Civil,3,3.7,58.7,61.3,84.0,66.2,58.4,61.6,1.6,4.2,Low,3.3,44.2,1
S0011,18,Male,CSE,4,0.5,49.8,49.1,32.2,62.8,47.1,45.2,0.3,8.1,Low,2.8,29.4,0
S1695,20,Male,EEE,4,6.6,75.0,49.3,62.5,80.0,45.9,77.3,4.2,7.4,Low,5.8,44.8,1
S1428,24,Female,CSE,2,6.1,80.9,68.7,66.6,70.1,48.2,71.1,1.9,5.7,High,3.5,48.7,1
S0283,20,Male,CSE,3,6.9,80.2,81.3,73.6,93.5,67.2,80.3,3.0,6.8,High,3.6,63.3,1
S0811,25,Male,CSE,4,10.1,72.1,89.6,79.1,78.7,88.7,82.7,3.5,7.4,High,2.2,54.7,1
S1342,20,Female,AIML,2,1.6,33.5,63.7,79.6,67.2,76.1,70.9,3.3,4.9,Low,3.4,37.1,0
S0292,18,Male,CSE,2,10.7,75.4,56.1,43.6,61.4,59.8,81.5,1.6,6.9,Low,2.6,56.0,1
S0755,19,Female,Civil,1,3.2,57.8,57.8,70.3,56.9,64.8,75.0,1.5,5.6,Low,4.2,30.9,0
S0627,20,Male,IT,4,0.9,57.6,53.1,60.2,58.9,69.1,62.5,0.3,6.9,Medium,4.3,26.3,0
S0944,22,Female,IT,1,1.3,63.4,48.0,54.6,54.7,48.4,60.6,0.3,6.0,Low,3.4,38.4,0
S0862,20,Male,EEE,4,3.2,86.6,55.2,41.9,43.2,34.8,64.9,3.3,7.1,Low,3.8,45.1,1
S0130,20,Male,CSE,2,2.4,53.9,28.3,48.6,43.7,30.9,51.0,0.3,6.3,Low,3.3,27.6,0
S1176,21,Male,EEE,2,2.8,75.7,79.9,66.4,62.0,61.0,76.8,3.6,5.2,Low,3.7,52.0,1
S0324,19,Male,ECE,2,1.0,43.7,38.3,27.8,25.0,39.7,41.5,2.6,8.1,Low,5.2,31.9,0
S1091,23,Male,CSE,1,2.8,63.1,44.0,54.0,59.5,20.9,49.7,1.8,9.9,Low,5.4,29.5,0
S0844,24,Female,CSE,1,7.0,89.4,53.8,75.1,74.5,57.0,58.8,1.6,6.8,High,6.1,53.4,1
S0964,20,Female,EEE,3,6.0,81.9,60.5,68.7,67.4,59.7,78.9,3.8,7.8,High,3.7,46.9,1
S1865,25,Male,EEE,2,10.1,84.0,98.0,80.9,81.5,68.5,83.2,4.4,6.6,High,5.2,57.0,1
S0866,21,Female,ME,2,0.5,83.2,52.5,53.4,52.7,72.2,55.7,1.5,7.2,Low,4.2,39.9,0
S0922,20,Female,EEE,1,11.9,87.8,89.8,65.8,100.0,100.0,93.8,4.6,8.5,High,5.9,66.1,1
S0696,21,Male,Civil,3,2.2,81.0,70.4,79.9,58.4,66.6,70.2,3.3,8.1,Low,3.6,48.4,1
S0216,19,Male,Civil,4,10.4,90.3,76.5,73.1,66.2,61.2,69.8,1.9,5.1,Low,4.9,67.6,1
S1781,18,Male,ME,2,4.4,55.2,58.6,55.5,32.1,64.0,43.3,2.2,6.6,Low,3.5,46.8,1
S1262,22,Male,Civil,1,6.0,100.0,86.9,99.5,77.2,68.2,73.1,0.3,6.5,Medium,4.7,65.0,1
S0159,19,Male,AIML,1,0.5,51.0,51.3,59.1,68.4,58.4,77.3,0.4,8.0,Low,3.7,50.0,1
S1059,20,Male,ECE,4,2.5,80.2,65.9,47.6,63.3,32.1,63.6,0.3,8.4,Low,5.5,33.0,0
S0989,19,Female,EEE,1,2.0,46.1,25.0,46.9,25.0,15.0,54.8,0.3,6.5,Low,3.7,25.5,0
S0842,21,Female,AIML,1,0.8,69.3,37.6,61.8,69.9,42.4,62.6,0.7,6.1,Low,3.0,36.5,0
S0635,18,Female,CSE,3,10.7,98.3,72.9,79.2,87.8,75.7,70.2,4.3,8.1,High,2.4,56.1,1
S0517,20,Male,ECE,4,2.0,71.9,67.3,47.7,60.9,78.8,87.4,2.6,5.2,Low,3.4,45.9,1
S1429,21,Female,ME,3,9.2,77.1,71.6,69.8,77.6,83.0,79.6,0.6,6.9,High,3.9,49.1,1
S1748,19,Male,AIML,3,2.6,67.0,68.0,63.5,50.4,48.5,65.3,0.5,8.7,Medium,3.7,52.9,1
S0598,19,Male,CSE,1,3.2,49.4,49.4,62.4,45.2,28.3,61.8,0.3,6.7,Low,4.8,30.8,0
S0196,20,Male,CSE,1,9.5,87.3,89.2,87.0,78.7,72.6,72.6,6.6,8.0,Medium,3.3,62.6,1
S1784,21,Female,CSE,1,4.1,95.1,67.6,66.9,61.1,40.7,70.9,4.2,7.5,High,0.8,44.0,1
S0870,23,Male,EEE,4,7.1,73.4,60.2,70.8,62.6,73.0,72.8,4.2,7.9,Low,4.5,52.1,1
S0411,20,Female,CSE,1,7.9,70.6,71.1,86.1,74.6,71.5,88.7,6.0,8.0,High,2.6,44.6,1
S0097,21,Female,CSE,1,3.6,79.0,80.5,85.2,67.3,87.7,72.8,3.7,5.9,High,2.8,44.4,1
S1001,19,Female,IT,1,2.3,57.1,61.9,58.2,61.6,72.1,75.7,2.4,5.5,Medium,2.2,43.3,1
S1506,20,Female,CSE,4,6.6,95.5,94.2,77.1,74.7,88.6,93.6,3.6,7.4,High,2.5,42.0,1
S0157,21,Male,ECE,3,0.5,58.0,46.1,57.7,56.9,40.4,54.1,2.0,6.5,High,4.0,30.9,0
S0420,22,Male,CSE,2,6.9,59.3,78.9,63.7,71.7,55.6,84.9,4.8,6.4,High,0.9,52.7,1
S1803,20,Female,IT,4,0.5,64.1,40.2,61.2,46.4,44.9,58.2,2.3,7.4,Low,4.4,34.0,0
S0478,21,Female,IT,1,4.2,71.0,59.3,63.3,52.7,73.7,80.3,1.5,7.3,Low,8.0,39.4,0
